Dataset name	Timepoint	Timeunit	Integration group	Dataset color	NCBI official gene symbol	Value_1st	Value_2nd	Significant	Rank	Cellline	Drug	Drug_fullName	Drug_class	Drug_abbreviation	Outlier
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	ADGRA2	2.45887085942742	0	FALSE	369	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ADGRG6	-1.9044618812843	0	FALSE	558	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	AEBP1	-1.90750456852765	0	FALSE	556	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	AHNAK2	-6.49728574195376	0	FALSE	58	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	AIF1L	-2.15719129800512	0	FALSE	451	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	AKAP1	2.07753169503441	0	FALSE	489	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	AKR1B10	-2.81630556288829	0	FALSE	284	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	ALDOC	2.65812969112796	0	FALSE	322	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ANKRD1	-7.48507214969341	0	FALSE	47	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	ANKRD63	2.02576792376677	0	FALSE	505	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	ANKRD9	1.91660559809693	0	FALSE	552	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ANKS1B	-3.71861119569636	0	FALSE	151	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ANLN	-2.01475597706378	0	FALSE	508	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ANTXR1	-2.11947796894181	0	FALSE	474	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	AP5Z1	-2.32221693744921	0	FALSE	395	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	APCDD1	-2.40966896795196	0	FALSE	376	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	APOL4	2.40989211611358	0	FALSE	375	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ARC	-2.11365685708457	0	FALSE	477	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	ARID5A	2.11784254486692	0	FALSE	475	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ARRDC4	-3.09232701781867	0	FALSE	222	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	ASB11	2.69253588494838	0	FALSE	308	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	ASNS	4.70489646611728	0	FALSE	109	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ASPG	-1.81993397019076	0	FALSE	598	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ASPN	-1.95861930255164	0	FALSE	533	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	ATP10A	2.96490949878985	0	FALSE	248	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ATP13A3	-2.37586656532019	0	FALSE	385	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	ATP1A3	2.68445515005925	0	FALSE	311	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ATP1B4	-4.36519523920339	0	FALSE	124	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	ATP2A3	-2.03323062322796	0	FALSE	503	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	BAIAP2	-2.59198384259872	0	FALSE	334	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	BCAT1	-2.04335161204334	0	FALSE	499	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	BEST1	-1.90844164482238	0	FALSE	555	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	BGN	-2.12615955776238	0	FALSE	470	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	BHLHE40	5.62276646059614	0	FALSE	77	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	BMF	2.87052137200155	0	FALSE	267	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	BNIP3	2.25606216680439	0	FALSE	412	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	BRINP2	-2.13748610448969	0	FALSE	460	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	BRINP3	2.5197381185589	0	FALSE	352	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	BST2	4.18786288162874	0	FALSE	131	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	BTG2	2.83930040850613	0	FALSE	280	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	C19ORF66	3.82943568406822	0	FALSE	146	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	C1QL1	2.21579685540376	0	FALSE	424	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	C1R	3.03179868912017	0	FALSE	237	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	C3ORF58	-2.56417626184357	0	FALSE	339	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	C6ORF223	10.3085489462797	0	FALSE	25	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	C7	-2.71778630602659	0	FALSE	298	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CA14	3.14950388538658	0	FALSE	212	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CACHD1	-2.47563895919385	0	FALSE	363	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CACNA1G	3.07895919424408	0	FALSE	226	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CACNA1H	-2.86574108353419	0	FALSE	270	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CACNA2D2	2.26647825322045	0	FALSE	409	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CALM1	-2.41781941001819	0	FALSE	373	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CALU	-1.91222969758696	0	FALSE	554	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CAT	-1.87295394460653	0	FALSE	574	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CAVIN2	-1.84865746302844	0	FALSE	584	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CCBE1	-2.96817315439352	0	FALSE	247	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CCDC141	-2.38638722601362	0	FALSE	381	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CCDC80	-4.08643239668289	0	FALSE	133	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CCL21	-13.1767115356946	0	FALSE	17	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CCNG2	2.9149123318018	0	FALSE	256	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CCR7	-1.94568633873911	0	FALSE	540	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CCT2	-2.17123518605779	0	FALSE	444	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CD24	-3.06167697218845	0	FALSE	230	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CD248	3.35030391447836	0	FALSE	182	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CD44	-3.46971435631248	0	FALSE	169	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CDC6	-2.83618814870363	0	FALSE	282	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CDH1	-3.57707160369919	0	FALSE	158	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CDHR1	1.90686898538751	0	FALSE	557	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CEBPD	1.974085655515	0	FALSE	526	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CEMIP	2.35366280218936	0	FALSE	390	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CENPF	-2.15616559887125	0	FALSE	452	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CERS4	2.33344757646103	0	FALSE	391	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CGNL1	-2.48788534411179	0	FALSE	360	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CHAC1	6.73696332411614	0	FALSE	53	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CHCHD2	-13.5936143804182	0	FALSE	14	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CHST2	1.94017469495465	0	FALSE	546	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CKB	-3.57290429326461	0	FALSE	159	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CLCN6	2.15828484411318	0	FALSE	450	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CLDN6	-2.07105913341577	0	FALSE	491	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CLSPN	-2.77695645101539	0	FALSE	290	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CLSTN2	-2.15887149291774	0	FALSE	449	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CMPK2	4.501486388866	0	FALSE	117	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CNN1	-4.26832312338543	0	FALSE	127	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CNRIP1	2.60839303832982	0	FALSE	331	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	COL11A1	2.63477172333842	0	FALSE	324	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	COL11A2	-2.06764247655892	0	FALSE	493	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	COL13A1	-4.67627879179886	0	FALSE	111	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	COL14A1	5.58486473092302	0	FALSE	80	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	COL15A1	5.75487346779478	0	FALSE	74	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	COL1A1	-3.52330217311843	0	FALSE	162	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	COL1A2	-2.2046732806351	0	FALSE	430	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	COL2A1	3.21583112718205	0	FALSE	204	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	COL3A1	-2.13102005744616	0	FALSE	464	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	COL6A6	2.93432247624872	0	FALSE	252	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	COL8A1	-5.58487011368809	0	FALSE	79	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	COL9A2	-4.34491793053263	0	FALSE	125	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	COLQ	-3.61751224204983	0	FALSE	155	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CORIN	2.89259415179631	0	FALSE	261	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CORO2A	-1.97687786085029	0	FALSE	523	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	COX6A2	4.2232829403027	0	FALSE	129	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	COX7A1	2.51207212609706	0	FALSE	354	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CPA4	-3.11652650898504	0	FALSE	220	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CPAMD8	-2.09936904003166	0	FALSE	481	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CPNE5	5.13277558091353	0	FALSE	96	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CRABP2	-6.34946147755166	0	FALSE	62	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CRB2	-2.55707483793221	0	FALSE	344	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CRMP1	-2.51470286726888	0	FALSE	353	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CRYBB1	-2.66408023044225	0	FALSE	320	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Up	Blue	CSF1	2.70545624669152	0	FALSE	299	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CSRP1	-2.91415531983254	0	FALSE	257	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
lapatinib - healthy hiPSCd cardiomyocyte line MSN06 - regular response	0	min	lapatinib - Down	Blue	CTGF	-4.01434542847644	0	FALSE	137	healthy hiPSCd cardiomyocyte line MSN06	error	lapatinib	Kinase_inhibitor	LAP	regular response
