ProcessLevel	Left_out_processName	ProcessID	ProcessName	Original_process_size	Process_size_after_left_out	New_symbols_count	New_symbols_count_divided_by_original_process_size	New_symbols_rank_increase	New_symbols_rank_increase_divided_by_original_process_size
3	Growth hormone receptor signaling	MBC:0000602	Somatostatin receptor signaling	10	12	1	0.1	6	0.6
3	Hedgehog receptor signaling	MBC:0000291	Estrogen receptor signaling	13	14	1	0.07692308	2	0.1538462
3	Hedgehog receptor signaling	MBC:0000295	Eukaryotic intraflagellar transport	36	39	3	0.08333334	47	1.305556
3	Hedgehog receptor signaling	MBC:0000297	Eukaryotic transition zone organization	15	16	1	0.06666667	9.5	0.6333333
3	Hedgehog receptor signaling	MBC:0000305	Extracellular matrix breakdown by serine proteases	28	28	0	0	2.5	0.08928572
3	Hedgehog receptor signaling	MBC:0000316	Fibronectin synthesis and extracellular assembly	17	18	1	0.05882353	6.5	0.3823529
3	Hedgehog receptor signaling	MBC:0000357	Heparin and heparan sulfate synthesis	16	17	1	0.0625	7	0.4375
3	Hedgehog receptor signaling	MBC:0000477	Neuronal membrane depolarization during action potential	16	18	2	0.125	4	0.25
3	Hedgehog receptor signaling	MBC:0000507	Osteopontin receptor signaling	30	31	1	0.03333334	24	0.8
3	Hedgehog receptor signaling	MBC:0000508	Parathyroid hormone receptor signaling	9	10	1	0.1111111	5	0.5555556
2	Heme, hemoglobin and bilirubin metabolism	MBC:0000041	Cardiomyocyte action potential generation and propagation	26	26	1	0.03846154	7	0.2692308
2	Heme, hemoglobin and bilirubin metabolism	MBC:0000044	Cellular antioxidant systems	21	23	2	0.0952381	31	1.47619
2	Heme, hemoglobin and bilirubin metabolism	MBC:0000046	Cellular response to hypoxia	58	61	1	0.01724138	27	0.4655173
2	Heme, hemoglobin and bilirubin metabolism	MBC:0000047	Cellular response to oxidative stress	51	52	3	0.05882353	135	2.647059
2	Heme, hemoglobin and bilirubin metabolism	MBC:0000059	Cytosolic post-translational protein modification	47	47	0	0	3	0.06382979
2	Heme, hemoglobin and bilirubin metabolism	MBC:0000077	Free radical generation for respiratory burst	13	13	0	0	1	0.07692308
2	Heme, hemoglobin and bilirubin metabolism	MBC:0000086	Iron homeostasis	38	30	2	0.05263158	90.5	2.381579
2	Heme, hemoglobin and bilirubin metabolism	MBC:0000091	Metabolism and transport of cholesterol, steroids and bile acids	74	75	0	0	0.5	0.006756757
2	Heme, hemoglobin and bilirubin metabolism	MBC:0000111	Myofibril formation and organization	79	65	0	0	7	0.08860759
2	Heme, hemoglobin and bilirubin metabolism	MBC:0000121	Post-translational protein modification and quality control during biosynthetic-secretory pathway	138	138	0	0	0.5	0.003623188
3	Heme degradation to bilirubin	MBC:0000198	Bilirubin conjugation	7	9	2	0.2857143	6	0.8571429
3	Heme degradation to bilirubin	MBC:0000354	Heme synthesis	26	28	2	0.07692308	44.5	1.711538
3	Heme synthesis	MBC:0000219	Cellular iron storage	12	12	0	0	1.5	0.125
3	Heme synthesis	MBC:0000220	Cellular iron uptake and export	19	20	1	0.05263158	12	0.6315789
3	Heme synthesis	MBC:0000356	Hemoglobin and myoglobin synthesis	17	20	3	0.1764706	27	1.588235
3	Heme synthesis	MBC:0000410	JAK-STAT signaling pathway	19	20	1	0.05263158	12	0.6315789
3	Heme synthesis	MBC:0000567	Regulation of iron homeostasis	28	34	5	0.1785714	35	1.25
3	Heme synthesis	MBC:0000575	Riboflavin metabolism	24	25	1	0.04166667	3.5	0.1458333
3	Hemidesmosome organization	MBC:0000176	Anchoring of nuclear membrane to cytoskeleton	5	7	2	0.4	2	0.4
3	Hemidesmosome organization	MBC:0000188	Axonal intermediate filament dynamics	11	12	1	0.09090909	7	0.6363636
3	Hemidesmosome organization	MBC:0000191	Basement membrane attachment to cell surface	7	8	1	0.1428571	6	0.8571429
3	Hemidesmosome organization	MBC:0000267	Desmosome organization	39	44	2	0.05128205	20	0.5128205
3	Hemidesmosome organization	MBC:0000628	Transcription regulation by mediator	76	78	1	0.01315789	51	0.6710526
3	Hemidesmosome organization	MBC:0000629	Transcription repression	87	86	1	0.01149425	62	0.7126437
3	Hemoglobin and myoglobin synthesis	MBC:0000231	Cholesterol transport by lipoproteins	20	21	1	0.05	10	0.5
3	Hemoglobin and myoglobin synthesis	MBC:0000240	Class switch recombination	42	43	1	0.02380952	4	0.0952381
3	Hemoglobin and myoglobin synthesis	MBC:0000430	Lysosomal glycosaminoglycan degradation	16	17	1	0.0625	3.5	0.21875
3	Hemoglobin and myoglobin synthesis	MBC:0000617	Thromboxane receptor signaling	6	7	1	0.1666667	2	0.3333333
3	Hemoglobin and myoglobin synthesis	MBC:0000634	Translation initiation	95	96	1	0.01052632	26	0.2736842
3	Heparin and heparan sulfate synthesis	MBC:0000302	Extracellular matrix breakdown by heparanases and sulfatases	8	9	1	0.125	1	0.125
3	Heparin and heparan sulfate synthesis	MBC:0000608	Syndecan receptor signaling	9	9	1	0.1111111	1	0.1111111
3	Heparin-binding EGF-like growth factor receptor signaling	MBC:0000286	Epidermal growth factor receptor signaling	33	35	1	0.03030303	29	0.8787879
3	Heparin-binding EGF-like growth factor receptor signaling	MBC:0000300	Extracellular matrix breakdown and membrane shedding by adamalysins	34	34	0	0	0.5	0.01470588
3	Hepatocyte growth factor receptor signaling	MBC:0000315	Fibronectin assembly	9	9	0	0	2	0.2222222
3	Hepatocyte growth factor receptor signaling	MBC:0000522	Platelet-derived growth factor receptor signaling	20	21	1	0.05	14	0.7
3	HIF-1 receptor signaling pathway	MBC:0000219	Cellular iron storage	12	13	1	0.08333334	1	0.08333334
3	HIF-1 receptor signaling pathway	MBC:0000290	Erythropoietin receptor signaling	6	8	1	0.1666667	1	0.1666667
3	HIF-1 receptor signaling pathway	MBC:0000344	Glycolysis and Gluconeogenesis	45	47	2	0.04444445	42.5	0.9444444
3	HIF-1 receptor signaling pathway	MBC:0000366	Histone ubiquitination and deubiquitination	55	56	1	0.01818182	7	0.1272727
3	HIF-1 receptor signaling pathway	MBC:0000376	Inhibition of apoptosis	31	32	1	0.03225806	19	0.6129032
3	HIF-1 receptor signaling pathway	MBC:0000435	MAPK signaling pathway	54	55	1	0.01851852	22	0.4074074
3	HIF-1 receptor signaling pathway	MBC:0000449	Microtubule stabilization	10	11	1	0.1	9	0.9
3	HIF-1 receptor signaling pathway	MBC:0000521	PI3 kinase AKT signaling pathway	24	25	1	0.04166667	16	0.6666667
3	HIF-1 receptor signaling pathway	MBC:0000567	Regulation of iron homeostasis	28	30	1	0.03571429	1	0.03571429
3	HIF-1 receptor signaling pathway	MBC:0000568	Regulation of proteasomal proteolysis by signalosome	20	20	0	0	1	0.05
3	Hippo signaling	MBC:0000158	Actin filament capping	29	30	1	0.03448276	3	0.1034483
3	Hippo signaling	MBC:0000161	Actin polymerization	92	92	1	0.01086957	22	0.2391304
3	Hippo signaling	MBC:0000165	Adherens junction organization	47	50	1	0.0212766	12.5	0.2659574
3	Hippo signaling	MBC:0000222	Centrosome duplication	30	31	1	0.03333334	15	0.5
3	Hippo signaling	MBC:0000224	Centrosome organization	86	88	2	0.02325581	113	1.313954
3	Hippo signaling	MBC:0000254	Contractile ring formation	10	11	1	0.1	4	0.4
3	Hippo signaling	MBC:0000275	Drug and toxin export via membrane transport proteins	25	26	1	0.04	10.5	0.42
3	Hippo signaling	MBC:0000296	Eukaryotic kinetochore dynamics	56	57	1	0.01785714	5	0.08928572
3	Hippo signaling	MBC:0000318	Filopodium organization	36	34	2	0.05555556	36	1
3	Hippo signaling	MBC:0000319	Focal adhesion organization	61	63	1	0.01639344	32	0.5245901
3	Hippo signaling	MBC:0000347	G-protein coupled receptor signaling pathway	31	33	2	0.06451613	33	1.064516
3	Hippo signaling	MBC:0000352	Hedgehog receptor signaling	28	28	0	0	4.5	0.1607143
3	Hippo signaling	MBC:0000413	Lamellipodium organization	52	57	1	0.01923077	11	0.2115385
3	Hippo signaling	MBC:0000512	Peroxisome proliferator-activated receptor gamma signaling	30	31	1	0.03333334	23	0.7666667
3	Hippo signaling	MBC:0000522	Platelet-derived growth factor receptor signaling	20	20	0	0	1	0.05
3	Hippo signaling	MBC:0000622	Tight junction organization	64	67	1	0.015625	13	0.203125
3	Hippo signaling	MBC:0000628	Transcription regulation by mediator	76	78	1	0.01315789	3	0.03947368
3	Hippo signaling	MBC:0000629	Transcription repression	87	86	1	0.01149425	4	0.04597701
3	Hippo signaling	MBC:0000654	Vascular endothelial growth factor receptor signaling	37	37	0	0	10.5	0.2837838
3	Histamine metabolism	MBC:0000326	GABA metabolism	10	5	1	0.1	7.5	0.75
3	Histamine metabolism	MBC:0000331	Gastrin and cholecystokinin B receptor signaling	5	6	1	0.2	1	0.2
3	Histamine metabolism	MBC:0000357	Heparin and heparan sulfate synthesis	16	17	1	0.0625	3	0.1875
3	Histamine metabolism	MBC:0000634	Translation initiation	95	96	1	0.01052632	26	0.2736842
3	Histone acetylation and deactylation	MBC:0000216	Cell cycle arrest in response to DNA damage	14	15	1	0.07142857	5	0.3571429
3	Histone acetylation and deactylation	MBC:0000364	Histone methylation and demethylation	141	154	3	0.0212766	87.5	0.6205674
3	Histone acetylation and deactylation	MBC:0000365	Histone phosphorylation and dephosphorylation	53	57	3	0.05660377	106	2
3	Histone acetylation and deactylation	MBC:0000366	Histone ubiquitination and deubiquitination	55	58	4	0.07272727	110.5	2.009091
3	Histone acetylation and deactylation	MBC:0000501	Nucleosome assembly	46	49	3	0.06521739	45	0.9782609
3	Histone acetylation and deactylation	MBC:0000502	Nucleosome disassembly	35	35	0	0	1.5	0.04285714
3	Histone acetylation and deactylation	MBC:0000503	Nucleosome remodeling	43	43	0	0	2.5	0.05813954
3	Histone acetylation and deactylation	MBC:0000541	Protein acylation	18	18	0	0	1	0.05555556
3	Histone acetylation and deactylation	MBC:0000569	Regulation of RNA polymerase II elongation activity	39	42	3	0.07692308	9	0.2307692
3	Histone acetylation and deactylation	MBC:0000627	Transcription regulation by chromatin remodeling	53	57	3	0.05660377	8.5	0.1603774
3	Histone methylation and demethylation	MBC:0000189	Base excision repair	39	40	1	0.02564103	6	0.1538462
3	Histone methylation and demethylation	MBC:0000235	Chromatin organization by Polycomb repressive complexes	25	26	1	0.04	1	0.04
3	Histone methylation and demethylation	MBC:0000240	Class switch recombination	42	42	0	0	9	0.2142857
3	Histone methylation and demethylation	MBC:0000242	Clathrin-mediated endocytosis	42	42	0	0	0.5	0.01190476
3	Histone methylation and demethylation	MBC:0000260	Cytosolic Dicer-mediated microRNA and endogenous siRNA processing	11	12	1	0.09090909	2	0.1818182
3	Histone methylation and demethylation	MBC:0000270	DNA cleavage	22	23	1	0.04545455	20	0.9090909
3	Histone methylation and demethylation	MBC:0000314	Fibroblast growth factor receptor signaling	17	17	0	0	0.5	0.02941176
3	Histone methylation and demethylation	MBC:0000363	Histone acetylation and deactylation	73	81	9	0.1232877	347	4.753425
3	Histone methylation and demethylation	MBC:0000365	Histone phosphorylation and dephosphorylation	53	58	8	0.1509434	130	2.45283
3	Histone methylation and demethylation	MBC:0000366	Histone ubiquitination and deubiquitination	55	60	5	0.09090909	97	1.763636
3	Histone methylation and demethylation	MBC:0000410	JAK-STAT signaling pathway	19	20	1	0.05263158	1	0.05263158
3	Histone methylation and demethylation	MBC:0000460	Mitotic H3 phosphorylation and dephosphorylation	19	19	0	0	2	0.1052632
3	Histone methylation and demethylation	MBC:0000497	Nuclear pore complex organization	70	70	0	0	9	0.1285714
3	Histone methylation and demethylation	MBC:0000501	Nucleosome assembly	46	48	3	0.06521739	35	0.7608696
3	Histone methylation and demethylation	MBC:0000502	Nucleosome disassembly	35	41	4	0.1142857	38	1.085714
3	Histone methylation and demethylation	MBC:0000503	Nucleosome remodeling	43	47	3	0.06976745	52.5	1.22093
3	Histone methylation and demethylation	MBC:0000512	Peroxisome proliferator-activated receptor gamma signaling	30	31	1	0.03333334	20	0.6666667
3	Histone methylation and demethylation	MBC:0000569	Regulation of RNA polymerase II elongation activity	39	42	3	0.07692308	36	0.9230769
3	Histone methylation and demethylation	MBC:0000571	Retinoic acid receptor signaling	46	46	0	0	1	0.02173913
3	Histone methylation and demethylation	MBC:0000577	Ribonucleoprotein nuclear export	28	29	1	0.03571429	2	0.07142857
3	Histone methylation and demethylation	MBC:0000582	RNA editing	23	23	0	0	1	0.04347826
3	Histone methylation and demethylation	MBC:0000610	Telomere replication and maintenance	24	25	1	0.04166667	13	0.5416667
3	Histone methylation and demethylation	MBC:0000625	Transcription by rna polymerase II	56	52	0	0	1	0.01785714
3	Histone methylation and demethylation	MBC:0000627	Transcription regulation by chromatin remodeling	53	58	6	0.1132075	127	2.396226
3	Histone methylation and demethylation	MBC:0000629	Transcription repression	87	90	1	0.01149425	67	0.770115
3	Histone methylation and demethylation	MBC:0000640	Triacylglycerol hydrolysis and mobilization	35	36	1	0.02857143	7	0.2
3	Histone methylation and demethylation	MBC:0000667	WNT-Beta-catenin signaling pathway	83	84	1	0.01204819	34	0.4096386
2	Histone modification	MBC:0000046	Cellular response to hypoxia	58	60	2	0.03448276	2	0.03448276
2	Histone modification	MBC:0000048	Cellular response to radiation	67	67	1	0.01492537	28.5	0.4253731
2	Histone modification	MBC:0000049	Centrosome cycle	80	81	1	0.0125	36.5	0.45625
2	Histone modification	MBC:0000050	Chromatin remodeling	159	136	27	0.1698113	2287	14.38365
2	Histone modification	MBC:0000059	Cytosolic post-translational protein modification	47	48	1	0.0212766	6.5	0.1382979
2	Histone modification	MBC:0000061	DNA double-strand break repair	53	55	1	0.01886792	14	0.2641509
2	Histone modification	MBC:0000063	DNA recombination	35	36	0	0	4	0.1142857
2	Histone modification	MBC:0000082	Interferon signaling	39	39	0	0	2	0.05128205
2	Histone modification	MBC:0000123	Pre-mRNA splicing	85	88	1	0.01176471	28	0.3294118
2	Histone modification	MBC:0000125	Protein prenylation	62	64	2	0.03225806	19.5	0.3145161
2	Histone modification	MBC:0000126	Protein transport across the nuclear membrane	79	83	2	0.02531646	83.5	1.056962
2	Histone modification	MBC:0000135	Signaling pathways involved in hematopoiesis	120	123	2	0.01666667	98.5	0.8208333
2	Histone modification	MBC:0000139	Signaling pathways regulating water homeostasis	49	50	1	0.02040816	11	0.2244898
2	Histone modification	MBC:0000148	Transcription	206	214	4	0.01941748	313	1.519418
2	Histone modification	MBC:0000152	Ubiquitin mediated proteasomal degradation	121	122	1	0.008264462	1.5	0.01239669
3	Histone phosphorylation and dephosphorylation	MBC:0000363	Histone acetylation and deactylation	73	76	1	0.01369863	23.5	0.3219178
3	Histone phosphorylation and dephosphorylation	MBC:0000502	Nucleosome disassembly	35	36	1	0.02857143	5	0.1428571
3	Histone phosphorylation and dephosphorylation	MBC:0000627	Transcription regulation by chromatin remodeling	53	52	1	0.01886792	47	0.8867925
3	Histone ubiquitination and deubiquitination	MBC:0000189	Base excision repair	39	40	1	0.02564103	15	0.3846154
3	Histone ubiquitination and deubiquitination	MBC:0000224	Centrosome organization	86	88	2	0.02325581	68	0.7906977
3	Histone ubiquitination and deubiquitination	MBC:0000325	G2 M transition checkpoint	16	17	1	0.0625	9	0.5625
3	Histone ubiquitination and deubiquitination	MBC:0000363	Histone acetylation and deactylation	73	74	1	0.01369863	17.5	0.239726
3	Histone ubiquitination and deubiquitination	MBC:0000364	Histone methylation and demethylation	141	148	1	0.007092198	77	0.5460993
3	Histone ubiquitination and deubiquitination	MBC:0000365	Histone phosphorylation and dephosphorylation	53	57	2	0.03773585	34	0.6415094
3	Histone ubiquitination and deubiquitination	MBC:0000485	Non-homologous end joining DSB repair	22	23	1	0.04545455	12	0.5454546
3	Histone ubiquitination and deubiquitination	MBC:0000569	Regulation of RNA polymerase II elongation activity	39	41	1	0.02564103	19	0.4871795
3	Histone ubiquitination and deubiquitination	MBC:0000577	Ribonucleoprotein nuclear export	28	28	0	0	1	0.03571429
3	Homologous recombination DSB repair	MBC:0000172	Alternative end joining DSB repair	7	8	1	0.1428571	2	0.2857143
3	Homologous recombination DSB repair	MBC:0000179	Angiotensin receptor signaling	15	15	0	0	2	0.1333333
3	Homologous recombination DSB repair	MBC:0000189	Base excision repair	39	40	1	0.02564103	24	0.6153846
3	Homologous recombination DSB repair	MBC:0000224	Centrosome organization	86	88	2	0.02325581	97	1.127907
3	Homologous recombination DSB repair	MBC:0000240	Class switch recombination	42	42	0	0	3	0.07142857
3	Homologous recombination DSB repair	MBC:0000270	DNA cleavage	22	23	1	0.04545455	6	0.2727273
3	Homologous recombination DSB repair	MBC:0000296	Eukaryotic kinetochore dynamics	56	56	0	0	3.5	0.0625
3	Homologous recombination DSB repair	MBC:0000325	G2 M transition checkpoint	16	17	1	0.0625	15.5	0.96875
3	Homologous recombination DSB repair	MBC:0000366	Histone ubiquitination and deubiquitination	55	55	0	0	1	0.01818182
3	Homologous recombination DSB repair	MBC:0000485	Non-homologous end joining DSB repair	22	24	2	0.09090909	31	1.409091
3	Homologous recombination DSB repair	MBC:0000504	Nucleotide excision repair	35	37	0	0	1	0.02857143
3	Homologous recombination DSB repair	MBC:0000539	Proteasomal core organization	15	15	0	0	0.5	0.03333334
3	Homologous recombination DSB repair	MBC:0000597	Sister chromatid segregation	17	17	0	0	1	0.05882353
3	Homologous recombination DSB repair	MBC:0000610	Telomere replication and maintenance	24	24	0	0	4	0.1666667
3	Homologous recombination DSB repair	MBC:0000622	Tight junction organization	64	65	1	0.015625	31.5	0.4921875
3	Hyaluronan receptor CD44 signaling	MBC:0000389	Interleukin 11 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000390	Interleukin 12 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000391	Interleukin 13 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000392	Interleukin 15 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000393	Interleukin 18 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000394	Interleukin 2 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000395	Interleukin 21 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000396	Interleukin 23 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000397	Interleukin 27 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000398	Interleukin 3 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000399	Interleukin 33 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000401	Interleukin 5 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000402	Interleukin 6 receptor signaling	14	13	1	0.07142857	7	0.5
3	Hyaluronan receptor CD44 signaling	MBC:0000404	Interleukin 8 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000405	Interleukin 9 receptor signaling	2	3	1	0.5	2	1
3	Hyaluronan receptor CD44 signaling	MBC:0000647	Tumor necrosis factor beta receptor signaling	3	4	1	0.3333333	1	0.3333333
3	Hyaluronan synthesis	MBC:0000233	Chondroitin sulfate and dermatan sulfate synthesis	7	8	1	0.1428571	1	0.1428571
3	Hyaluronan synthesis	MBC:0000370	Hyaluronan-mediated motility receptor signaling	3	4	1	0.3333333	1	0.3333333
3	Hyaluronan-mediated motility receptor signaling	MBC:0000368	Hyaluronan receptor CD44 signaling	7	8	1	0.1428571	4	0.5714286
3	Hydrogen transmembrane transport	MBC:0000194	Bicarbonate transmembrane transport	33	33	0	0	13.5	0.4090909
3	Hydrogen transmembrane transport	MBC:0000601	Sodium transmembrane transport	53	59	0	0	6	0.1132075
3	Hydrogen transmembrane transport	MBC:0000669	Zinc transmembrane transport	21	21	0	0	1	0.04761905
3	Immunoproteasome organization	MBC:0000539	Proteasomal core organization	15	18	3	0.2	17	1.133333
3	Immunoproteasome organization	MBC:0000553	Protein polyubiquitination	19	21	2	0.1052632	18	0.9473684
3	Inhibin receptor signaling	MBC:0000162	Activin receptor signaling	12	14	1	0.08333334	12	1
3	Inhibin receptor signaling	MBC:0000192	Betaglycan signaling	13	14	0	0	1	0.07692308
3	Inhibin receptor signaling	MBC:0000350	Growth differentiation factor receptor signaling	25	29	3	0.12	22	0.88
3	Inhibin receptor signaling	MBC:0000426	Luteinizing hormone hormone receptor signaling	6	7	1	0.1666667	1	0.1666667
3	Inhibin receptor signaling	MBC:0000632	Transforming growth factor beta receptor signaling	8	8	0	0	1	0.125
3	Inhibition of amyloid aggregation, amyloid degradation and uptake	MBC:0000174	Amyloid plaque organization	18	20	1	0.05555556	9.5	0.5277778
3	Inhibition of amyloid aggregation, amyloid degradation and uptake	MBC:0000244	Cleavage of ER signal peptide	5	6	1	0.2	1	0.2
3	Inhibition of amyloid aggregation, amyloid degradation and uptake	MBC:0000252	Conservative site-specific recombination	13	14	1	0.07692308	4	0.3076923
3	Inhibition of apoptosis	MBC:0000184	Apoptosis caspase pathway	11	11	0	0	3	0.2727273
3	Inhibition of apoptosis	MBC:0000306	Extrinsic apoptosis pathway	10	10	0	0	1	0.1
3	Inhibition of apoptosis	MBC:0000598	Removal of caspase inhibition	8	11	3	0.375	14	1.75
3	Inhibition of matrix metalloproteinase and adamalysin activity	MBC:0000300	Extracellular matrix breakdown and membrane shedding by adamalysins	34	37	3	0.0882353	65.5	1.926471
3	Inhibition of matrix metalloproteinase and adamalysin activity	MBC:0000303	Extracellular matrix breakdown by matrix metalloproteases	27	28	1	0.03703704	27	1
3	Inositol metabolism and transport	MBC:0000402	Interleukin 6 receptor signaling	14	13	1	0.07142857	3	0.2142857
3	Inositol metabolism and transport	MBC:0000403	Interleukin 7 receptor signaling	11	11	1	0.09090909	2	0.1818182
3	Inositol metabolism and transport	MBC:0000601	Sodium transmembrane transport	53	54	1	0.01886792	20	0.3773585
3	Insulin receptor signaling	MBC:0000167	Adrenergic receptor signaling	32	38	7	0.21875	194	6.0625
3	Insulin receptor signaling	MBC:0000285	Ephrin receptor signaling	7	8	1	0.1428571	1	0.1428571
3	Insulin receptor signaling	MBC:0000286	Epidermal growth factor receptor signaling	33	34	1	0.03030303	11.5	0.3484848
3	Insulin receptor signaling	MBC:0000291	Estrogen receptor signaling	13	14	1	0.07692308	1	0.07692308
3	Insulin receptor signaling	MBC:0000314	Fibroblast growth factor receptor signaling	17	17	0	0	1	0.05882353
3	Insulin receptor signaling	MBC:0000343	Glycogen synthesis and glycogenolysis	19	20	1	0.05263158	18	0.9473684
3	Insulin receptor signaling	MBC:0000344	Glycolysis and Gluconeogenesis	45	46	1	0.02222222	7	0.1555556
3	Insulin receptor signaling	MBC:0000358	Heparin-binding EGF-like growth factor receptor signaling	9	10	1	0.1111111	5	0.5555556
3	Insulin receptor signaling	MBC:0000383	Integrin-mediated leukocyte rolling	16	17	1	0.0625	4	0.25
3	Insulin receptor signaling	MBC:0000407	Intracellular bridge abscission	30	31	1	0.03333334	1	0.03333334
3	Insulin receptor signaling	MBC:0000410	JAK-STAT signaling pathway	19	20	1	0.05263158	1	0.05263158
3	Insulin receptor signaling	MBC:0000413	Lamellipodium organization	52	28	7	0.1346154	343	6.596154
3	Insulin receptor signaling	MBC:0000432	Macroautophagy	26	27	1	0.03846154	21	0.8076923
3	Insulin receptor signaling	MBC:0000451	Mineralocorticoid receptor signaling	10	11	1	0.1	1	0.1
3	Insulin receptor signaling	MBC:0000522	Platelet-derived growth factor receptor signaling	20	21	1	0.05	1	0.05
3	Insulin receptor signaling	MBC:0000536	Prostaglandin D2 receptor signaling	15	16	1	0.06666667	1	0.06666667
3	Insulin receptor signaling	MBC:0000583	Roundabout signaling	14	15	1	0.07142857	1	0.07142857
3	Insulin receptor signaling	MBC:0000608	Syndecan receptor signaling	9	9	1	0.1111111	3	0.3333333
3	Insulin receptor signaling	MBC:0000617	Thromboxane receptor signaling	6	7	1	0.1666667	1	0.1666667
3	Insulin receptor signaling	MBC:0000620	Thyroid-stimulating hormone receptor signaling	7	8	1	0.1428571	4	0.5714286
3	Insulin receptor signaling	MBC:0000654	Vascular endothelial growth factor receptor signaling	37	38	1	0.02702703	1	0.02702703
3	Integrin receptor signaling	MBC:0000269	Discoidin domain receptor signaling	2	3	1	0.5	1	0.5
3	Integrin receptor signaling	MBC:0000470	Natriuretic peptide receptor signaling	28	29	1	0.03571429	8.5	0.3035714
3	Integrin-mediated leukocyte rolling	MBC:0000157	Actin filament bundling and crosslinking	29	30	1	0.03448276	1	0.03448276
3	Integrin-mediated leukocyte rolling	MBC:0000158	Actin filament capping	29	30	1	0.03448276	1	0.03448276
3	Integrin-mediated leukocyte rolling	MBC:0000161	Actin polymerization	92	92	1	0.01086957	60	0.6521739
3	Integrin-mediated leukocyte rolling	MBC:0000258	C-type lectin receptor signaling	20	20	0	0	1.5	0.075
3	Integrin-mediated leukocyte rolling	MBC:0000269	Discoidin domain receptor signaling	2	3	1	0.5	1	0.5
3	Integrin-mediated leukocyte rolling	MBC:0000318	Filopodium organization	36	36	1	0.02777778	29	0.8055556
3	Integrin-mediated leukocyte rolling	MBC:0000419	Leukocyte transmigration through endothelium	11	13	1	0.09090909	4	0.3636364
3	Integrin-mediated leukocyte rolling	MBC:0000588	Selectin-mediated Leukocyte rolling	14	19	2	0.1428571	15.5	1.107143
3	Integrin-mediated leukocyte rolling	MBC:0000647	Tumor necrosis factor beta receptor signaling	3	4	1	0.3333333	1	0.3333333
3	Interferon alpha receptor signaling	MBC:0000258	C-type lectin receptor signaling	20	20	0	0	1	0.05
3	Interferon alpha receptor signaling	MBC:0000349	Granulocyte-colony stimulating factor receptor signaling	15	16	1	0.06666667	5	0.3333333
3	Interferon alpha receptor signaling	MBC:0000385	Interferon beta receptor signaling	42	42	1	0.02380952	48	1.142857
3	Interferon alpha receptor signaling	MBC:0000387	Interferon receptor signaling	2	6	3	1.5	4	2
3	Interferon alpha receptor signaling	MBC:0000410	JAK-STAT signaling pathway	19	21	2	0.1052632	29	1.526316
3	Interferon alpha receptor signaling	MBC:0000615	Thrombopoietin receptor signaling	7	8	1	0.1428571	1	0.1428571
3	Interferon beta receptor signaling	MBC:0000287	Epithelial intermediate filament dynamics	16	17	1	0.0625	2	0.125
3	Interferon beta receptor signaling	MBC:0000384	Interferon alpha receptor signaling	7	8	1	0.1428571	2	0.2857143
3	Interferon beta receptor signaling	MBC:0000410	JAK-STAT signaling pathway	19	20	0	0	2.5	0.131579
3	Interferon beta receptor signaling	MBC:0000577	Ribonucleoprotein nuclear export	28	28	0	0	2.5	0.08928572
3	Interferon beta receptor signaling	MBC:0000580	RIG-I-like receptor signaling	13	14	0	0	0.5	0.03846154
3	Interferon beta receptor signaling	MBC:0000629	Transcription repression	87	87	0	0	2	0.02298851
3	Interferon gamma receptor signaling	MBC:0000187	Aspartate and arginine metabolism	12	13	1	0.08333334	1	0.08333334
3	Interferon gamma receptor signaling	MBC:0000385	Interferon beta receptor signaling	42	44	1	0.02380952	23	0.547619
3	Interferon gamma receptor signaling	MBC:0000387	Interferon receptor signaling	2	11	4	2	4	2
3	Interferon gamma receptor signaling	MBC:0000627	Transcription regulation by chromatin remodeling	53	53	1	0.01886792	41	0.7735849
3	Interferon gamma receptor signaling	MBC:0000640	Triacylglycerol hydrolysis and mobilization	35	36	1	0.02857143	32	0.9142857
3	Interferon receptor signaling	MBC:0000386	Interferon gamma receptor signaling	14	14	0	0	1	0.07142857
2	Interferon signaling	MBC:0000035	Apoptosis	82	84	1	0.01219512	30.5	0.3719512
2	Interferon signaling	MBC:0000043	Cell-matrix adhesion	67	68	1	0.01492537	63.5	0.9477612
