ProcessLevel	ProcessName	ProcessID	Symbol	Manual_validation	ReadWrite_references	Parent_processName
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	AKAP4	True_positive	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	ALMS1	Positive_for_at_least_one_child	PMID:24681783	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	ANKS6	True_positive	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	ARF4	True_positive	PMID:31068062	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	ARL13B	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	ARL3	Positive_for_at_least_one_child	PMID:23559067	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	ARL6	Positive_for_at_least_one_child	PMID:21488838;PMID:24681783	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	ARMC4	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	ASAP1	True_positive	PMID:22892112	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	B9D1	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	BBS1	Positive_for_at_least_one_child	PMID:24681783;UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	BBS10	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	BBS12	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	BBS2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	BBS4	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	BBS5	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	BBS7	True_positive	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	BBS9	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	C2CD3	Positive_for_at_least_one_child	PMID:19004860	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CABYR	True_positive	PMID:27802166	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CBY1	Positive_for_at_least_one_child	PMID:25103236;PMID:27646273	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CC2D2A	Positive_for_at_least_one_child	PMID:21725307	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CCDC114	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CCDC151	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CCDC39	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CCDC40	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CDH23	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CEP120	Positive_for_at_least_one_child	PMID:20956381	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CEP131	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CEP135	Positive_for_at_least_one_child	PMID:19321663	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CEP152	Positive_for_at_least_one_child	PMID:27185836	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CEP164	Positive_for_at_least_one_child	PMID:25313408	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CEP170	Positive_for_at_least_one_child	PMID:17954613	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CEP290	Positive_for_at_least_one_child	PMID:22563985;PMID:25877302	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CEP70	Positive_for_at_least_one_child	PMID:25342559	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CEP83	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CEP97	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CETN2	Positive_for_at_least_one_child	PMID:9665797	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CFAP221	Positive_for_at_least_one_child	PMID:22573824	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CFAP53	True_positive	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CSPP1	Positive_for_at_least_one_child	PMID:20519441	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	CYS1	True_positive	PMID:12733055	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DCDC2	True_positive	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DFNB31	True_positive	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DNAAF1	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DNAAF2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DNAH1	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DNAH11	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DNAH5	Positive_for_at_least_one_child	PMID:16492982;PMID:27353389	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DNAH9	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DNAI1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DNAI2	True_positive	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DNAJB13	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DRC1	Positive_for_at_least_one_child	PMID:25564608;UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DRC3	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DRC7	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DYNC1H1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DYNC2H1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DYNC2LI1	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DYNLL1	Positive_for_at_least_one_child	PMID:18579685;PMID:24183451;PMID:25205765	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DYNLL2	Positive_for_at_least_one_child	PMID:25205765	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	DYX1C1	True_positive	PMID:23300604	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	EFHC1	True_positive	PMID:30810526	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	EVC2	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	EZR	Positive_for_at_least_one_child	PMID:25516973	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	FAM161A	Positive_for_at_least_one_child	PMID:24664697	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	FOPNL	Positive_for_at_least_one_child	PMID:20551181	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	FOXJ1	Positive_for_at_least_one_child	PMID:12818891;PMID:20690903	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	GAS8	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	GLI2	True_positive	PMID:24336288	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	GOLGB1	True_positive	PMID:24046448	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	HSPB11	Positive_for_at_least_one_child	PMID:22683354;PMID:28430876	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	HYDIN	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT122	Positive_for_at_least_one_child	PMID:22791528	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT140	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT172	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT20	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT27	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT43	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT52	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT57	Positive_for_at_least_one_child	PMID:18492793	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT74	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT80	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT81	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	IFT88	Positive_for_at_least_one_child	PMID:21653639;PMID:28346501	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	INPP5E	True_positive	PMID:25631876	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	INVS	True_positive	NCBI gene summary - 2015December10;PMID:24026243	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	KIAA0586	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	KIF17	Positive_for_at_least_one_child	PMID:19560357;PMID:23762210	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	KIF24	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	KIF27	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	KIF3A	Positive_for_at_least_one_child	PMID:28346501	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	KIF3B	Positive_for_at_least_one_child	PMID:20526328	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	KIF7	True_positive	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	LCA5	Positive_for_at_least_one_child	PMID:18826961	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	LRRC6	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	LZTFL1	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	MAP4	True_positive	PMID:23572511	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	MAPRE2	True_positive	PMID:21768326	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	MAPRE3	True_positive	PMID:21768326	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	MKKS	Positive_for_at_least_one_child	PMID:19396898;PMID:22446187	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	MKS1	Positive_for_at_least_one_child	PMID:24302887;UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	MYO15A	True_positive	PMID:15654330	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	MYO7A	Positive_for_at_least_one_child	PMID:21936790;PMID:9678669	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	NEDD9	Positive_for_at_least_one_child	PMID:17604723	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	NEK1	True_positive	PMID:26764095	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	NEK8	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	NPHP1	Positive_for_at_least_one_child	PMID:19778711;PMID:22701722;PMID:25877302	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	NPHP4	Positive_for_at_least_one_child	PMID:21078623;UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	OCRL	True_positive	PMID:22543976	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	ODF1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	ODF2	Positive_for_at_least_one_child	PMID:23458833	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	OFD1	Positive_for_at_least_one_child	PMID:15466260;PMID:23300826	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	PKD1	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	PKD1L1	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	PKD2	True_positive	PMID:23690943	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	PKHD1	Positive_for_at_least_one_child	PMID:14978161;PMID:14983006	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	POC1A	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	POC1B	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RAB23	Positive_for_at_least_one_child	PMID:21488838;PMID:26182404	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RAB3IP	True_positive	PMID:25673879	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RAB8A	Positive_for_at_least_one_child	PMID:17574030;PMID:33370260	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RP1	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RP2	Positive_for_at_least_one_child	PMID:20106869	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RPGR	Positive_for_at_least_one_child	PMID:11104772;PMID:16043481;PMID:22563985	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RPGRIP1	Positive_for_at_least_one_child	PMID:11104772	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RPGRIP1L	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:28846093	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RSPH1	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RSPH4A	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RSPH9	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	RTTN	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	SCLT1	True_positive	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	SERPINE2	Positive_for_at_least_one_child	PMID:6225665	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	SPAG16	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	SPAG6	Positive_for_at_least_one_child	PMID:20668334	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	SPEF2	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	STK36	True_positive	PMID:23907739	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	TCTEX1D2	Positive_for_at_least_one_child	PMID:26044572;UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	TCTN1	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	TCTN2	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	TMEM216	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	TMEM67	Positive_for_at_least_one_child	PMID:23283079;PMID:26035863	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	TTBK2	True_positive	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	TTC21B	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	TTC8	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	TTL	True_positive	PMID:20442420	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	USH1C	True_positive	PMID:24239741;UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	USH1G	True_positive	PMID:31637240	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	USH2A	True_positive	PMID:17360538	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	VANGL1	Positive_for_at_least_one_child	PMID:20562861	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	VANGL2	Positive_for_at_least_one_child	PMID:20562861	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	WDR19	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	WDR34	Positive_for_at_least_one_child	UniProt - 2018March20	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	WDR35	Positive_for_at_least_one_child	PMID:27806291	Cellular protrusion dynamics
2	Eukaryotic cilium and flagellum dynamics	MBCO:0000071	WDR60	Positive_for_at_least_one_child	PMID:23910462	Cellular protrusion dynamics
2	Eukaryotic DNA replication	MBCO:0000072	ACD	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	APEX1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	CDC45	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	CDC6	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:24234446	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	CDC7	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:19270162;PMID:20805465	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	CHAF1A	True_positive	UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	CHAF1B	True_positive	UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	CTC1	Positive_for_at_least_one_child	UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	DFFA	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	DFFB	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	DKC1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:32710892	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	DNA2	True_positive	UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	DNASE1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	ENDOG	Positive_for_at_least_one_child	UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	EXO1	Positive_for_at_least_one_child	PMID:23754438	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	FEN1	Positive_for_at_least_one_child	PMID:23427045	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	GEN1	Positive_for_at_least_one_child	PMID:25483196	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	GINS1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:28301743;UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	GINS2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:28301743;UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	GINS3	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:28301743;UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	GINS4	Positive_for_at_least_one_child	PMID:28301743;UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	HELB	True_positive	NCBI gene summary - 2015December10	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	HMGB2	Positive_for_at_least_one_child	PMID:18239742	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	MCM10	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	MCM2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	MCM3	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	MCM4	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	MCM5	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	MCM6	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	MCM7	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;UniProt - 2018March20	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	MCM8	Positive_for_at_least_one_child	NCBI gene summary - 2015December10	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	MUS81	Positive_for_at_least_one_child	PMID:22123861	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	NME1	Positive_for_at_least_one_child	PMID:30875636	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	ORC1	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:25999062	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	ORC2	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:25999062	DNA replication, recombination and repair
2	Eukaryotic DNA replication	MBCO:0000072	ORC3	Positive_for_at_least_one_child	NCBI gene summary - 2015December10;PMID:25999062;UniProt - 2018March20	DNA replication, recombination and repair
